Church_Name,Address,Phone_Number,Website,No_of_Member,Ponster_Name
"
        ,
			,
			(,) 
			
        ","
			,
			100A Hillview St,
Carrboro NC  27510-1418,
USA
        ","
		,Alvaro (Jr) Torres ",,"
    	,
			PO Box 16894,
Chapel Hill NC  27516-6894,
USA
		","
		,28"
"
        ,Church (CCH)
        ","
			,
			6237 E Gill Rd,
Carp Lake MI  49718-9718,
USA
        ","
        ,231-537-2500
        ",http://carplakefaithmemorialmi.adventistchurch.org,"
		,24","
		,Cody Francis "
"
        ,
			,
			(,) 
			
        ","
			,
			4450 NW 183rd St,
Miami Gardens FL  33055-3043,
USA
        ","
		,Rodny Aquino ",http://www.carolcitysda.org ,"
    	,
			c/o Pr Rodney Aquino,
1001 NW 35th Ct,
Miami FL  33125-3827,
USA
		","
		,245"
"
        ,
			,
			(,) 
			
        ","
			,
			5887 Highway 320,
Carnesville GA  30521-2119,
USA
        ","
		,In Seok Park ",http://carnesvillekoreanga.adventistchurch.org,"
    	,
			PO Box 699,
Carnesville GA  30521-0582,
USA
		","
		,198"
"
        ,
			,
			(,) 
			
        ","
			,
			36 E Main St,
Carnegie PA  15106-2498,
USA
        ","
		,John Kent ",,"
    	,
			991 Crest Ln,
Carnegie PA  15106-1331,
USA
		","
		,0"
"
        ,
			,
			,
        ","
			,
			4600 Winding Way,
Sacramento CA  95841-4540,
USA
        ","
			,
		,Benji Ferguson  (Pastor - Associate),
 Melissa M Howell  (Pastor - Associate),
 Caleb D Henry  (Pastor - Assistant),
 Kari Jacobson  (Pastor - Assistant)
        ",http://carmsda.org,"
		,1975","
		,Keith Jacobson "
"
        ,Church (CCH)
        ","
			,
			700 McKinley St,
Clarksdale MS  38614-6539,
USA
        ","
        ,662-624-4765
        ",http://carmel22.adventistchurchconnect.org,"
    	,
			PO Box 1667,
Clarksdale MS  38614-8467,
USA
		","
		,49"
"
        ,
			,
			(,) 
			
        ","
			,
			14535 Carey Rd,
Carmel IN  46033-9419,
USA
        ","
		,Robb D Long ",http://www.carmelsdachurch.com,"
    	,
			PO Box 4671,
Carmel IN  46082-4671,
USA
		","
		,210"
"
        ,
			,
			(,) 
			
        ","
			,
			101 N 12th St,
Carlsbad NM  88220-3089,
USA
        ","
		,Jonathan Andres Gonzalez ",http://carlsbad22.adventistchurchconnect.org,"
    	,
			101 N 12th St,
Carlsbad NM  88220-3089,
USA
		","
		,51"
"
        ,Friday, January 19, 2018
        ","
			,
			10 Belvedere St,
Carlisle PA  17013-2701,
USA
        ","
		,Paul Wasmer ",,"
    	,
			10 Belvedere St,
Carlisle PA  17013-2701,
USA
		","
		,79"
"
        ,Thursday, January 26, 2017
        ","
			,
			909 Cariker St,
Nacogdoches TX  75961-5768,
USA
        ","
		,Oswaldo Hernandez ",http://carikerstreet22.adventistchurchconnect.org,"
    	,
			PO Box 633272,
Nacogdoches TX  75963-3272,
USA
		","
		,32"
"
        ,Tuesday, November 6, 2018
        ","
			,
			650 Main St,
Caribou ME  04736-4422,
USA
        ","
        ,207-492-0049
        ",http://cariboume.adventistchurch.org,"
    	,
			PO Box 578,
Caribou ME  04736-0578,
USA
		","
		,50"
"
        ,Company (CCO)
        ","
			,
			S I U  Pulliam Room 214,
475 Clocktower Dr,
Carbondale IL  62901-4312,
USA
        ","
        ,
			,
			
        ",http://carbondaleadventist.org,"
    	,
			c/o Jan Staab,
66 Roosevelt Rd,
Carbondale IL  62901-5719,
USA
		","
		,11"
"
        ,Monday, January 14, 2019
        ","
			,
			422 8th St,
Dacono CO  80514-9304,
USA
        ","
		,Frank Wilson ",http://carbonvalley22.adventistchurchconnect.org,"
    	,
			PO Box 866,
Firestone CO  80520-0866,
USA
		","
		,53"
"
        ,
			,
			(,) 
			
        ","
			,
			4800 16th St NW,
Washington DC  20011-4333,
USA
        ","
        ,202-829-3039
        ",http://capitalspanish22.adventistchurchconnect.org,"
		,424","
		,Elvio Soto "
"
        ,
			,
			(,) 
			
        ","
			,
			3150 Chesapeake St NW,
Washington DC  20008-2229,
USA
        ","
        ,202-362-3668
        ",http://www.capitalmemorial.org,"
		,445","
		,Kirk C.J. Yoon "
"
        ,Monday, February 13, 2017
        ","
			,
			1580 Central Ave,
Albany NY  12205-2403,
USA
        ","
        ,
        ",http://capitalhispanicny.adventistchurch.org,"
		,57","
		,Luis Alfredo Soto Rodriguez "
"
        ,
			,
			(,) 
			
        ","
			,
			123 Langford Ave,
Frankfort KY  40601-3023,
USA
        ","
		,Winston Taylor ",http://capitalcityky.adventistchurch.org,"
    	,
			PO Box 4749,
Frankfort KY  40601-4749,
USA
		","
		,22"
"
        ,
			,
			(,) 
			
        ","
			,
			168 S Allen St,
Albany NY  12208-2124,
USA
        ","
		,Willie Wright ",http://capitalcitysdac.org,"
    	,
			PO Box 6730,
Albany NY  12206-0730,
USA
		","
		,601"
"
        ,
			,
			(,) 
			
        ","
			,
			810 University Blvd W,
Silver Spring MD  20901-1039,
USA
        ","
        ,240-353-3772 (cell)
        ",http://capitalchinesemd.adventistchurch.org,"
		,138","
		,Ebenezer Samuel "
"
        ,
			,
			(,) 
			
        ","
			,
			Mount Zion United Methodist Church Bldg,
12430 Scaggsville Rd,
Highland MD  20777-9727,
USA
        ","
		,Sandro Alberto Braun ",http://www.capitalbrazilian.org/tv,"
    	,
			8414 Leishear Rd,
Laurel MD  20723-1210,
USA
		","
		,167"
"
		,
		","
			,
			200 S Washington St,
Mechanicsburg PA  17055-3774,
USA
        ","
        ,
        ",http://www.capitalareasdachurch.org,"
		,60","
        ,717-790-5557
        "
"
        ,
			,
			(,) 
			
        ","
			,
			190 Dodge St,
Rochester NY  14606-1504,
USA
        ","
        ,(585) 300-5772 
        ",http://www.capernaum23.adventistchurchconnect.org ,"
		,106","
		,Frantz D'Haiti "
"
        ,
			,
			(,) 
			
        ","
			,
			314 York St,
Suffolk VA  23434-5443,
USA
        ","
        ,757-934-3518
        ",http://capernaum22.adventistchurchconnect.org,"
		,43","
		,George Howard "
"
        ,
			,
			(,) 
			
        ","
			,
			1 4th Ave,
Cape May Court House NJ  08210-2338,
USA
        ","
		,John Pifer ",http://capemaycourthousenj.adventistchurch.org,"
    	,
			1 4th Ave,
Cape May Court House NJ  08210-2338,
USA
		","
		,22"
"
        ,
			,
			(,) 
			
        ","
			,
			820 SW End Blvd,
Cape Girardeau MO  63703-6622,
USA
        ","
		,Wayland Lively ",http://www.capeadventist.org,"
    	,
			PO Box 593,
Cape Girardeau MO  63702-0593,
USA
		","
		,84"
"
        ,
			,
			(,) 
			
        ","
			,
			Rt 28,
2736 Falmouth Rd,
Osterville MA  02655-1216,
USA
        ","
        ,508-428-8921
        ",http://www.capecodsda.org,"
		,193","
		,Charles Holtry  II"
"
        ,
			,
			(,) 
			
        ","
			,
			714 NW Frontage Rd,
Canyonville OR  97417-8743,
USA
        ","
		,Chester H Schurch ",http://www.canyonvillechurch.org,"
    	,
			PO Box 786,
Canyonville OR  97417-0786,
USA
		","
		,254"
"
        ,
			,
			(,) 
			
        ","
			,
			260 Parkway 575,
Woodstock GA  30188-3888,
USA
        ","
		,Jeff Wood ",http://cantonadventist.org,"
    	,
			PO Box 1427,
Woodstock GA  30188-1362,
USA
		","
		,69"
"
        ,
			,
			(,) 
			
        ","
			,
			927 George Washington Ave.,
Canton MS  39046,
USA
        ","
		,Michael Mickens ",http://canton28.adventistchurchconnect.org,"
    	,
			PO Box 735,
Canton MS  39046-0735,
USA
		","
		,86"
,"
			,
			72 Elm St,
Canton PA  17724-1214,
USA
        ","
		,
			,
			
		",,"
		,17","
		,Mark Cockerham "
"
        ,
			,
			(,) 
			
        ","
			,
			600 N Broadway,
Canton OK  73724-9701,
USA
        ","
		,David L Miller ",http://cantonok.adventistchurch.org,"
    	,
			PO Box 67,
Canton OK  73724-0067,
USA
		","
		,18"
"
        ,Church (CCH)
        ","
			,
			3700 38th St NW,
Canton OH  44718-2918,
USA
        ","
        ,330-492-7703
        ",http://canton23.adventistchurchconnect.org,"
		,74","
		,William Rodriguez "
"
        ,Church (CCH)
        ","
			,
			980 S Main St,
Canton IL  61520-3250,
USA
        ","
        ,309-647-6265
        ",http://canton25.adventistchurchconnect.org,"
    	,
			980 S Main St,
Canton IL  61520-3250,
USA
		","
		,89"
"
        ,
			,
			(,) 
			
        ","
			,
			462 Scott Rd,
Canton GA  30115-9145,
USA
        ","
        ,865-279-3922
        ",http://cantonhispanicga.adventistchurch.org,"
		,171","
		,Aldo E Espinoza "
"
        ,Monday, February 12, 2018
        ","
			,
			52 Court St,
Canton NY  13617-1159,
USA
        ","
        ,
			,
			
        ",http://cantonny.adventistchurch.org,"
    	,
			PO Box 567,
Canton NY  13617-0567,
USA
		","
		,61"
"
        ,
			,
			,
        ","
			,
			1889 Highway 111,
Vallecitos NM  87581,
USA
        ","
		,Ricardo Castro ",http://caonplazaspanishnm.adventistchurch.org,"
    	,
			PO Box 416,
Ojo Caliente NM  87549-0416,
USA
		","
		,17"
"
        ,
			,
			(,) 
			
        ","
			,
			3180 E Main St,
Canon City CO  81212-9326,
USA
        ","
        ,719-275-2808
        ",http://canoncity22.adventistchurchconnect.org,"
		,300","
		,Stephen Schwarz "
"
        ,
			,
			(,) 
			
        ","
			,
			6645 Downing St,
Corpus Christi TX  78414-3535,
USA
        ","
			,
		,Jordan Fowler  (Pastor - Associate)
        ",http://corpuschristitx.adventistchurch.org,"
		,380","
		,Chuck Woods "
"
        ,
			,
			,
        ","
			,
			10455 Corporate Dr,
Redlands CA  92374-2838,
USA
        ","
		,Timothy J Gillespie ",http://www.crosswalkvillage.com,"
    	,
			10421 Corporate Dr Ste B,
Redlands CA  92374-2838,
USA
		","
		,986"
"
        ,Church (CCH)
        ","
			,
			239 Greenwood Ave,
Bethel CT  06801-2423,
USA
        ","
		,Paulo da Silva ",http://danburyportuguese22.adventistchurchconnect.org,"
    	,
			PO Box 334,
Danbury CT  06813-0334,
USA
		","
		,141"
"
        ,Company (CCO)
        ","
			,
			8900 Colesville Rd,
Silver Spring MD  20910-4116,
USA
        ","
        ,866-528-4207
        ",http://www.deafellowship.org,"
    	,
			PO Box 1731,
Greenbelt MD  20768-1731,
USA
		","
		,28"
"
        ,
			,
			(,) 
			
        ","
			,
			1400 W Grauwyler Rd,
Irving TX  75061-2107,
USA
        ","
        ,972-253-3900
        ",http://www.dallasbrsda.org,"
		,292","
		,Manolo Damasio "
"
        ,
			,
			(,) 
			
        ","
			,
			76261 Perry St,
Covelo CA  95428,
USA
        ","
		,Chuck T Williams ",http://covelo.adventistfaith.org,"
    	,
			PO Box 186,
Covelo CA  95428-0186,
USA
		","
		,57"
"
        ,
			,
			(,) 
			
        ","
			,
			1845 20th St,
Santa Monica CA  90404-3912,
USA
        ","
        ,310-450-0919
        ",http://www.delawaresda.org,"
		,98","
		,Roger Frazier "
"
        ,
			,
			(,) 
			
        ","
			,
			7 Brook St,
Derry NH  03038-2602,
USA
        ","
		,Janely Pierre ",http://www.sda-derrynh.org,"
    	,
			PO Box 632,
Derry NH  03038-0632,
USA
		","
		,94"
"
        ,Wednesday, April 18, 2018
        ","
			,
			c/o David and Eda Stoll,
319 Corinna Ctr Rd,
Corinna ME  04928-3122,
USA
        ","
		,Shawn Brace ",,"
    	,
			PO Box 595,
Dexter ME  04930-0595,
USA
		","
		,40"
"
		,
		","
			,
			113-117 Hamilton Street,
Dorchester MA  02122,
USA
        ","
        ,
        ",http://dorchestercapeverdian22.adventistchurchconnect.org,"
		,205","
		,Ivanildo Almeida Lopes "
"
        ,
			,
			(,) 
			
        ","
			,
			605 S Decatur St,
Dublin GA  31021-5905,
USA
        ","
		,Efrain Poloche ",http://dublindublinhispanicga.adventistchurch.org,"
    	,
			Teresa Lopez,
348 Old Oak Ln,
Dublin GA  31021-2773,
USA
		","
		,0"
"
        ,Church (CCH)
        ","
			,
			225 Sunnymeadow Dr,
Durant OK  74701-4540,
USA
        ","
        ,
			,
			
        ",http://durant22.adventistchurchconnect.org,"
		,60","
        ,580-924-4019
        "
"
        ,Church (CCH)
        ","
			,
			18580 E Colonial Dr,
Orlando FL  32820-2900,
USA
        ","
		,Abraham Guerrero Romero ",http://eastorlandospanishfl.adventistchurch.org,"
    	,
			c/o Adriana Calderon,
1318 Pernod Way,
Orlando FL  32825-8830,
USA
		","
		,70"
"
        ,Church (CCH)
        ","
			,
			3418 E Lake St,
Minneapolis MN  55406-2150,
USA
        ","
        ,612-722-1890
        ",http://ebenezerfellowship22.adventistchurchconnect.org,"
		,173","
		,Johnathan B. Fields "
"
        ,Monday, October 31, 2016
        ","
			,
			3834 10th St,
Ecorse MI  48229-1617,
USA
        ","
        ,313-928-9212
        ",http://ecorsemi.adventistchurch.org,"
		,330","
		,Errol Liverpool "
"
        ,
			,
			(,) 
			
        ","
			,
			6300 Stafford Ave,
Huntington Park CA  90255-4213,
USA
        ","
		,Jose Alejandro Diaz ",http://elcaminoacristospanish22.adventistchurchconnect.org,"
    	,
			12431 Arlee Ave,
Norwalk CA  90650-2404,
USA
		","
		,178"
"
        ,
			,
			,
        ","
			,
			2670 Alvarado St,
Oxnard CA  93036-1735,
USA
        ","
		,Alfredo Lee ",http://elrio.adventistfaith.org,"
    	,
			2670 Alvarado St,
Oxnard CA  93036-1735,
USA
		","
		,158"
"
        ,Company (CCO)
        ","
			,
			20 Norway Ave,
Wilmington DE  19804-1542,
USA
        ","
		,Alexander Santeliz ",http://elremanentede.adventistchurch.org,"
    	,
			PO Box 1676,
Bear DE  19701-7676,
USA
		","
		,15"
"
        ,
			,
			(,) 
			
        ","
			,
			1699 Belvidere St,
El Paso TX  79912-2644,
USA
        ","
		,Francisco Javier Grijalva ",http://elpasowesttx.adventistchurch.org,"
    	,
			7309 Darby Way Apt D,
El Paso TX  79912-7047,
USA
		","
		,81"
"
        ,
			,
			(,) 
			
        ","
			,
			Transmountain Dr.,
6035 Woodrow Bean,
El Paso TX  79924-5005,
USA
        ","
		,Jose S. Padilla ",http://www.elpasonortheasttx2.adventistchurch.org,"
    	,
			PMB 193,
9155 Dyer St Ste B80,
El Paso TX  79924-9997,
USA
		","
		,110"
"
        ,Company (CCO)
        ","
			,
			5710 Souda Dr,
El Paso TX  79924-4828,
USA
        ","
		,Pedro Ledezma ",http://elpasonortheasttx.adventistchurch.org,"
    	,
			820 Gondola Ln,
El Paso TX  79912-1509,
USA
		","
		,61"
"
        ,
			,
			(,) 
			
        ","
			,
			11299 Pebble Hills Blvd,
El Paso TX  79936-2323,
USA
        ","
		,Francisco Javier Grijalva ",http://elpasomontanavistaspanishtx.adventistchurch.org,"
    	,
			2905 Prestwick Rd,
El Paso TX  79925-5239,
USA
		","
		,196"
"
        ,
			,
			(,) 
			
        ","
			,
			1526 Montana Ave,
El Paso TX  79902-5620,
USA
        ","
		,Francisco Javier Grijalva ",http://elpasomontanaspanishtx.adventistchurch.org,"
    	,
			214 Rio Tinto Dr,
El Paso TX  79912-3006,
USA
		","
		,369"
"
        ,
			,
			(,) 
			
        ","
			,
			8084 Meraz Ave,
El Paso TX  79907-1227,
USA
        ","
		,Jose S. Padilla ",http://www.elpasomerazspanish22.adventistchurchconnect.org,"
    	,
			8084 Meraz Ave,
El Paso TX  79907-1227,
USA
		","
		,304"
"
        ,
			,
			(,) 
			
        ","
			,
			1340 Murchison Dr,
El Paso TX  79902-4821,
USA
        ","
		,Jose S. Padilla ",http://elpasofivepointsbilingualtx.adventistchurch.org,"
    	,
			C/O Ruth Izquierdo,
600E University Ave-N Florence,
El Paso TX  79902,
USA
		","
		,46"
"
        ,Tuesday, December 5, 2017
        ","
			,
			7456 Alameda Ave,
El Paso TX  79915-3712,
USA
        ","
        ,915.307.7729
        ",http://elpasoeastspanishtx.adventistchurch.org,"
		,361","
		,Pedro Ledezma "
"
        ,
			,
			(,) 
			
        ","
			,
			1801 McRae Blvd,
El Paso TX  79925-6705,
USA
        ","
		,Rodel Liwanag ",http://www.epcentral.org,"
    	,
			1801 McRae Blvd,
El Paso TX  79925-6705,
USA
		","
		,671"
"
        ,Tuesday, April 17, 2018
        ","
			,
			7978 Miramar Pkwy,
Miramar FL  33023-5878,
USA
        ","
		,Jose Emilio de Leon ",http://paradisespanishsdamission22.adventistchurchconnect.org,"
    	,
			c/o Pr Emilio de Leon,
2411 SW 82nd Ter,
Miramar FL  33025-2134,
USA
		","
		,87"
"
        ,
			,
			,
        ","
			,
			4114 Peck Rd,
El Monte CA  91732-2248,
USA
        ","
		,Vinh Khac Nguyen ",http://www.elmontesda.org,"
    	,
			PO Box 5704,
El Monte CA  91734-1704,
USA
		","
		,182"
"
        ,
			,
			(,) 
			
        ","
			,
			2660 Lexington Ave,
El Monte CA  91733-2310,
USA
        ","
        ,626-448-0979
        ",http://elmontespanishca.adventistchurch.org,"
		,167","
		,Jesus Flores "
"
        ,
			,
			,
        ","
			,
			3318 Washington Ave,
El Monte CA  91731-3110,
USA
        ","
		,Christopher Famisaran ",http://elmontesdachurch.org,"
    	,
			3318 Washington Ave,
El Monte CA  91731-3110,
USA
		","
		,107"
"
        ,
			,
			(,) 
			
        ","
			,
			14908 N Luna St,
El Mirage AZ  85335-6941,
USA
        ","
		,Renato Valenzuela ",http://elmiragespanishaz.adventistchurch.org,"
    	,
			14908 N Luna St,
El Mirage AZ  85335-6941,
USA
		","
		,175"
"
        ,
			,
			(,) 
			
        ","
			,
			220 Walker St,
Cliffside Park NJ  07010-1109,
USA
        ","
		,Alexis Grajales ",http://hobokenspanish22.adventistchurchconnect.org,"
    	,
			c/o Gladys Rosa,
303 Jefferson St Apt 531,
Hoboken NJ  07030-1932,
USA
		","
		,244"
"
        ,Tuesday, October 3, 2017
        ","
			,
			Revolution Church of McKinney,
2705 Virginia Pkwy,
McKinney TX  75071-4917,
USA
        ","
        ,469.215.1334
        ",http://friscoelfarospanish22.adventistchurchconnect.org/,"
		,71","
		,Felix Barrera-Padron "
"
        ,Thursday, December 27, 2018
        ","
			,
			171 Wilson Ave,
Brooklyn NY  11237-3553,
USA
        ","
        ,718-497-4697
        ",http://elfaro22.adventistchurchconnect.org,"
		,167","
		,Carlos Moreta "
"
        ,Company (CCO)
        ","
			,
			26610 Mount Joy Rd,
Millsboro DE  19966-3441,
USA
        ","
		,Fidel Lopez ",http://elevangelioeternode.adventistchurch.org,"
    	,
			PO Box 149,
Georgetown DE  19947-0149,
USA
		","
		,25"
"
        ,
			,
			(,) 
			
        ","
			,
			921 W Ash Ave,
El Dorado KS  67042-2502,
USA
        ","
		,Francois Erasmus ",http://eldorado23.adventistchurchconnect.org,"
    	,
			921 W Ash Ave,
El Dorado KS  67042-2502,
USA
		","
		,72"
"
        ,Sunday, December 23, 2018
        ","
			,
			165 Dusty Rd,
El Dorado AR  71730-9607,
USA
        ","
        ,
        ",http://eldoradoar.adventistchurch.org,"
		,32","
        ,870-862-7631
        "
"
        ,
			,
			(,) 
			
        ","
			,
			51 Blue Hen Dr,
Newark DE  19713-3405,
USA
        ","
		,Alexander Santeliz ",http://templedelostresangelesspanish22.adventistchurchconnect.org,"
    	,
			PO Box 7,
Bear DE  19701-0007,
USA
		","
		,20"
"
        ,Church (CCH)
        ","
			,
			Word of Faith Church,
1082 Woodward Ave,
El Centro CA  92243-2035,
USA
        ","
		,Obet Perez Martinez ",http://elcentrospanishca.adventistchurch.org,"
    	,
			PO Box 1460,
El Centro CA  92244-1460,
USA
		","
		,85"
"
        ,
			,
			(,) 
			
        ","
			,
			610 S 10th St,
El Centro CA  92243-3106,
USA
        ","
		,Rene Marquez ",http://elc.adventistfaith.org,"
    	,
			PO Box 1886,
El Centro CA  92244-1886,
USA
		","
		,114"
"
        ,
			,
			(,) 
			
        ","
			,
			1630 E Madison Ave,
El Cajon CA  92019-1045,
USA
        ","
        ,619-444-0763
        ",http://www.ecsdafamily.org,"
		,438","
		,Richard D Smith "
